Reporting period,Organization,Organisation Type,Cluster,Main Activity,Implementing Partners,Type of Relief materials,Mode of delivery,Region,District,Pcode,Traditional_Authority,Village,Camp,Start_date,End_date,Status,Program Type,Total Beneficiaries,Total Male Beneficiaries,Total Female Beneficiaries,Beneficiary Type,Comment
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Emergency WASH: provision of WASH supplies for immediate needs in 9 districts through UP,United Purpose,Chlorine (HTH- 65%) in 25kg tin; water guard; Soap for hand washing; pool testers; mobile plastic latrines; water testing kits- H2S strips; water collection and storage buckets (20L); and hygiene promotion materials.,in-kind,Southern Region,Chikwawa,MW310,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Emergency WASH: provision of WASH supplies for immediate needs in 9 districts through UP,United Purpose,Chlorine (HTH- 65%) in 25kg tin; water guard; Soap for hand washing; pool testers; mobile plastic latrines; water testing kits- H2S strips; water collection and storage buckets (20L); and hygiene promotion materials.,in-kind,Southern Region,Blantyre,MW305,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Emergency WASH: provision of WASH supplies for immediate needs in 9 districts through UP,United Purpose,Chlorine (HTH- 65%) in 25kg tin; water guard; Soap for hand washing; pool testers; mobile plastic latrines; water testing kits- H2S strips; water collection and storage buckets (20L); and hygiene promotion materials.,in-kind,Southern Region,Phalombe,MW309,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Emergency WASH: provision of WASH supplies for immediate needs in 9 districts through UP,United Purpose,Chlorine (HTH- 65%) in 25kg tin; water guard; Soap for hand washing; pool testers; mobile plastic latrines; water testing kits- H2S strips; water collection and storage buckets (20L); and hygiene promotion materials.,in-kind,Southern Region,Mulanje,MW308,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Emergency WASH: provision of WASH supplies for immediate needs in 9 districts through UP,United Purpose,Chlorine (HTH- 65%) in 25kg tin; water guard; Soap for hand washing; pool testers; mobile plastic latrines; water testing kits- H2S strips; water collection and storage buckets (20L); and hygiene promotion materials.,in-kind,Southern Region,Balaka,MW312,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Emergency WASH: provision of WASH supplies for immediate needs in 9 districts through UP,United Purpose,Chlorine (HTH- 65%) in 25kg tin; water guard; Soap for hand washing; pool testers; mobile plastic latrines; water testing kits- H2S strips; water collection and storage buckets (20L); and hygiene promotion materials.,in-kind,Southern Region,Machinga,MW302,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Emergency WASH: provision of WASH supplies for immediate needs in 9 districts through UP,United Purpose,Chlorine (HTH- 65%) in 25kg tin; water guard; Soap for hand washing; pool testers; mobile plastic latrines; water testing kits- H2S strips; water collection and storage buckets (20L); and hygiene promotion materials.,in-kind,Southern Region,Mangochi,MW301,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Emergency WASH: provision of WASH supplies for immediate needs in 9 districts through UP,United Purpose,Chlorine (HTH- 65%) in 25kg tin; water guard; Soap for hand washing; pool testers; mobile plastic latrines; water testing kits- H2S strips; water collection and storage buckets (20L); and hygiene promotion materials.,in-kind,Southern Region,Salima,MW205,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Nsanje,MW311,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Chikwawa,MW310,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Blantyre,MW305,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Phalombe,MW309,,,,,,Ongoing,,,,,,
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Water Sanitation and Hygiene (WASH),Hygiene kits,,"50 packets of sanitary pads, 360 tablets of soap",in-kind,Southern Region,Phalombe,MW309,,,,,,Completed,Emergency Response,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Mulanje,MW308,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Balaka,MW312,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Machinga,MW302,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Mangochi,MW301,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Nsanje,MW311,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Chikwawa,MW310,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Blantyre,MW305,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Phalombe,MW309,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Mulanje,MW308,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Balaka,MW312,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Machinga,MW302,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Southern Region,Mangochi,MW301,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),"Emergency WASH: provision of safe water to affected peaple through water chlorination, water testing for water quality monitoring; repair / rehab of water points",United Purpose,as above,in-kind,Central Region,Salima,MW205,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Hygiene promotion,United Purpose,"IEC - material sonststing of posters and fliers on cholera prevention, hand washing with soap etc",in-kind,Southern Region,Nsanje,MW311,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Hygiene promotion,United Purpose,"IEC - material sonststing of posters and fliers on cholera prevention, hand washing with soap etc",in-kind,Southern Region,Chikwawa,MW310,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Hygiene promotion,United Purpose,"IEC - material sonststing of posters and fliers on cholera prevention, hand washing with soap etc",in-kind,Southern Region,Blantyre,MW305,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Hygiene promotion,United Purpose,"IEC - material sonststing of posters and fliers on cholera prevention, hand washing with soap etc",in-kind,Southern Region,Phalombe,MW309,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Hygiene promotion,United Purpose,"IEC - material sonststing of posters and fliers on cholera prevention, hand washing with soap etc",in-kind,Southern Region,Mulanje,MW308,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Hygiene promotion,United Purpose,"IEC - material sonststing of posters and fliers on cholera prevention, hand washing with soap etc",in-kind,Southern Region,Balaka,MW312,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Hygiene promotion,United Purpose,"IEC - material sonststing of posters and fliers on cholera prevention, hand washing with soap etc",in-kind,Southern Region,Machinga,MW302,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Hygiene promotion,United Purpose,"IEC - material sonststing of posters and fliers on cholera prevention, hand washing with soap etc",in-kind,Southern Region,Mangochi,MW301,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Hygiene promotion,United Purpose,"IEC - material sonststing of posters and fliers on cholera prevention, hand washing with soap etc",in-kind,Southern Region,Salima,MW205,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Provision of sanitation,United Purpose,Mobile plastic latrines,in-kind,Southern Region,Nsanje,MW311,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Provision of sanitation,United Purpose,Mobile plastic latrines,in-kind,Southern Region,Chikwawa,MW310,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Provision of sanitation,United Purpose,Mobile plastic latrines,in-kind,Southern Region,Blantyre,MW305,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Provision of sanitation,United Purpose,Mobile plastic latrines,in-kind,Southern Region,Phalombe,MW309,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Provision of sanitation,United Purpose,Mobile plastic latrines,in-kind,Southern Region,Mulanje,MW308,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Provision of sanitation,United Purpose,Mobile plastic latrines,in-kind,Southern Region,Balaka,MW312,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Provision of sanitation,United Purpose,Mobile plastic latrines,in-kind,Southern Region,Machinga,MW302,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Provision of sanitation,United Purpose,Mobile plastic latrines,in-kind,Southern Region,Mangochi,MW301,,,,,,Ongoing,,,,,,
30 Apr 2019,UNICEF,UN Agency,Water Sanitation and Hygiene (WASH),Provision of sanitation,United Purpose,Mobile plastic latrines,in-kind,Southern Region,Salima,MW205,,,,,,Ongoing,,,,,,
30 Apr 2019,Water Mission,International NGO,Water Sanitation and Hygiene (WASH),"Reticulated Water Supply system, Sanitation and Hygiene promotion",Phalombe Distict Council,,in-kind,Southern Region,Phalombe,MW309,STA Chiwalo (STA Chiwalo) (TA Nazom,,,,,Completed,Early Recovery,14292,,,,"There are 5 water project sites 4 in STA chiwalo and 1 in T/A Jenala namely Nambazo, Mlambala, Dindi, Makhanga (Seniro Chief Chiwalo) and Tchereni (T/A Jenala. These projects were installed in 2015 as flood response. In 2018, these projects were upgraded to community managed with a local management structures and WASH promotion activities were intensified and are ongoing. At Tchereni,Mlambala Makhanga and Dindi, camps have been set up as a result of the floods that have just happened in March 2019 and are also benefiting from the system that we installed. The activities are ongoing."
30 Apr 2019,Water Mission,International NGO,Water Sanitation and Hygiene (WASH),"Reticulated Water Supply system, Sanitation and Hygiene promotion",Chikwawa District Council,,in-kind,Southern Region,Chikwawa,MW310,,,,,,Ongoing,Emergency Response,39471,,,,"There are 7 water project sites namely: Savala, Livunzu, Bodza, Tizola, Mchenga, Jombo and Khungubwe. TA (Lundu, Makhwira, Ngabu, Masache) These projects were installed in 2015 as flood response. Regarding 2019 floods 4 camps are benefiting from the water systems but there are others without access to clean and safe water."
30 Apr 2019,Water Mission,International NGO,Water Sanitation and Hygiene (WASH),"Reticulated Water Supply system, Sanitation and Hygiene promotion",Nsanje District Council,,in-kind,Southern Region,Nsanje,MW311,TA Tengani,,,,,Ongoing,Emergency Response,"9,094",,,,There are 2 water project sites namely: Magoti amd Mlonda in TA (Mbenje and Tengani). These projects were installed in 2015 as flood response and they are still in operation.
30 Apr 2019,Water Mission,International NGO,Water Sanitation and Hygiene (WASH),"Reticulated Water Supply system, Sanitation and Hygiene promotion",Karonga District Council,,,Northern Region,Karonga,MW102,TA Kilupula,,,,,Completed,Early Recovery,"6,139",,,,"There are 3 water and sanitation projects in the following areas: Mulinda, Mzinga and Kaporo (Kibwe). These projects came about as a response to the flooding that took place in 2013. These projects were upgraded and transitioned to community to be supported by Karonga district council in 2016."
30 Apr 2019,MSF-Belgium,International NGO,Water Sanitation and Hygiene (WASH),"Support Makhanga HC (cleaning of HC, HR support, gap filling for essential drugs, strengthening surveillance system, referral complex cases, HP …) 
  * outreach clinics
  * assessment of needs other HC in Nsanje",,,,Southern Region,Nsanje,MW311,TA Mlolo,,,,,Ongoing,Emergency Response,,,,,
30 Apr 2019,MSF-Belgium,International NGO,Water Sanitation and Hygiene (WASH),"Assessment of WASH needs 
  * water supply in Health Facilities
  * borehole cleaning 
  * construction of temporary latrines - showers
  * cholera prepardness: CTU
  * Hygiene kits distribution for 3600 HH (buckets, cups, soap)
  * support transport for distribution of 3000 HH
  * HP (hygiene - cholera prevention)",,,,Southern Region,Nsanje,MW311,TA Mlolo,,,,,Ongoing,Emergency Response,"16,200",,,General Population,3600 HH
30 Apr 2019,Water For People,International NGO,Water Sanitation and Hygiene (WASH),Logistical and Planning support to the District Council,Chikwawa District Council,,,Southern Region,Chikwawa,MW310,"Makhwira, Maseya, Ngabu, Kasisi and Ndakwera",,,8-Mar-19,28-Mar-19,Completed,Emergency Response,"19,216",,,,This support was provided at the request fo the Distrcit Council. This involved 0providing transport to move boats and other materials. Water For People staff are also involved in assessment and planning meeting at the district level
30 Apr 2019,Water For People,International NGO,Water Sanitation and Hygiene (WASH),Hygiene Promotion (including supply of HTH) and CLTS triggering,Chikwawa District Council,,,Southern Region,Chikwawa,MW310,"Makhwira, Maseya, Ngabu, Kasisi and Ndakwera",,,1-Mar-19,28-Feb-20,Completed,Early Recovery,,,,,"These are part of planned activities for a project which started on March 1, 2019. Priority will be given to impacted areas"
30 Apr 2019,Water For People,International NGO,Water Sanitation and Hygiene (WASH),Drilling of New Boreholes,Chikwawa District Council,,,Southern Region,Chikwawa,MW310,"Makhwira, Maseya, Ngabu, and Ndakwera",,,1-Mar-19,28-Feb-20,Completed,Early Recovery,"12,510",,,,"These are part of planned activities for a project which started on March 1, 2019. Priority will be given to impacted areas"
30 Apr 2019,Water For People,International NGO,Water Sanitation and Hygiene (WASH),Rehabilitation of Gravity Fed Schemes,Chikwawa District Council,,,Southern Region,Chikwawa,MW310,Makhwira,,,1-Mar-19,28-Feb-20,Completed,Early Recovery,"19,786",,,,"These are part of planned activities for a project which started on March 1, 2019. Priority will be given to impacted areas"
